Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
157,2014,10,Rajasthan,Kota,96171,67.79,155.53,102.09,44631,31.46,72.18,47.38,1063,0.75,1.72,1.13,141865,229.42,150.59
157,2015,10,Rajasthan,Kota,110727,62.77,177.64,94.06,64177,36.38,102.96,54.52,1493,0.85,2.4,1.27,176397,283,149.84
157,2016,10,Rajasthan,Kota,97659,68.89,157.49,82.98,42531,30,68.59,36.14,1566,1.1,2.53,1.33,141755,228.61,120.44
157,2017,10,Rajasthan,Kota,82586,68.38,134.53,71.54,36328,30.08,59.18,31.47,1863,1.54,3.03,1.61,120776,196.74,104.62
158,1966,10,Rajasthan,Nagaur,45,78.95,0.04,0.04,12,21.05,0.01,0.01,0,0,0,0,57,0.05,0.05
158,1967,10,Rajasthan,Nagaur,98,91.59,0.08,0.08,0,0,0,0,9,8.41,0.01,0.01,107,0.09,0.09
158,1968,10,Rajasthan,Nagaur,76,79.17,0.07,0.07,15,15.63,0.01,0.01,5,5.21,0,0,96,0.08,0.08
158,1969,10,Rajasthan,Nagaur,420,82.03,0.36,0.36,90,17.58,0.08,0.08,2,0.39,0,0,512,0.44,0.44
158,1970,10,Rajasthan,Nagaur,102,75,0.08,0.08,31,22.79,0.03,0.02,3,2.21,0,0,136,0.11,0.11
158,1971,10,Rajasthan,Nagaur,232,87.22,0.19,0.19,23,8.65,0.02,0.02,11,4.14,0.01,0.01,266,0.22,0.21
158,1972,10,Rajasthan,Nagaur,167,83.5,0.14,0.14,17,8.5,0.01,0.01,16,8,0.01,0.01,200,0.17,0.17
158,1973,10,Rajasthan,Nagaur,427,87.86,0.34,0.34,57,11.73,0.05,0.05,2,0.41,0,0,486,0.39,0.38
158,1974,10,Rajasthan,Nagaur,405,87.66,0.34,0.33,56,12.12,0.05,0.05,1,0.22,0,0,462,0.39,0.38
158,1975,10,Rajasthan,Nagaur,416,94.76,0.35,0.33,20,4.56,0.02,0.02,3,0.68,0,0,439,0.37,0.35
158,1976,10,Rajasthan,Nagaur,640,94.4,0.55,0.53,24,3.54,0.02,0.02,14,2.06,0.01,0.01,678,0.59,0.56
158,1977,10,Rajasthan,Nagaur,742,92.87,0.65,0.63,40,5.01,0.04,0.03,17,2.13,0.01,0.01,799,0.7,0.68
158,1978,10,Rajasthan,Nagaur,910,92.57,0.79,0.77,50,5.09,0.04,0.04,23,2.34,0.02,0.02,983,0.85,0.84
158,1979,10,Rajasthan,Nagaur,1337,90.95,1.25,1.14,88,5.99,0.08,0.07,45,3.06,0.04,0.04,1470,1.37,1.25
158,1980,10,Rajasthan,Nagaur,1025,90.15,0.87,0.84,77,6.77,0.07,0.06,35,3.08,0.03,0.03,1137,0.96,0.93
158,1981,10,Rajasthan,Nagaur,1132,89.2,0.96,0.83,92,7.25,0.08,0.07,45,3.55,0.04,0.03,1269,1.07,0.93
158,1982,10,Rajasthan,Nagaur,1299,83.48,1.1,1.04,189,12.15,0.16,0.15,68,4.37,0.06,0.05,1556,1.32,1.25
158,1983,10,Rajasthan,Nagaur,1611,80.07,1.34,1.29,312,15.51,0.26,0.25,89,4.42,0.07,0.07,2012,1.68,1.61
158,1984,10,Rajasthan,Nagaur,1238,74.31,1.14,1.11,332,19.93,0.3,0.3,96,5.76,0.09,0.09,1666,1.53,1.49
158,1985,10,Rajasthan,Nagaur,1332,76.07,1.14,1.1,341,19.47,0.29,0.28,78,4.45,0.07,0.06,1751,1.5,1.45
158,1986,10,Rajasthan,Nagaur,1711,67.05,1.43,1.39,721,28.25,0.6,0.58,120,4.7,0.1,0.1,2552,2.13,2.07
158,1987,10,Rajasthan,Nagaur,2468,61.23,2.48,2.41,1401,34.76,1.41,1.37,162,4.02,0.16,0.16,4031,4.06,3.94
158,1988,10,Rajasthan,Nagaur,3692,63.31,2.95,2.83,2100,36.01,1.68,1.61,40,0.69,0.03,0.03,5832,4.66,4.47
158,1989,10,Rajasthan,Nagaur,3503,57.45,2.79,2.7,2519,41.32,2.01,1.94,75,1.23,0.06,0.06,6097,4.86,4.7
158,1990,10,Rajasthan,Nagaur,3191,51.38,2.53,2.43,2838,45.7,2.25,2.17,181,2.91,0.14,0.14,6210,4.91,4.74
158,1991,10,Rajasthan,Nagaur,5834,57.13,4.66,4.43,4189,41.02,3.35,3.18,188,1.84,0.15,0.14,10211,8.16,7.75
158,1992,10,Rajasthan,Nagaur,7962,64.89,6.28,5.89,4110,33.5,3.24,3.04,198,1.61,0.16,0.15,12270,9.68,9.08
158,1993,10,Rajasthan,Nagaur,10340,66.85,8.17,7.6,5048,32.64,3.99,3.71,80,0.52,0.06,0.06,15468,12.22,11.37
158,1994,10,Rajasthan,Nagaur,12443,70,9.86,9.21,5013,28.2,3.97,3.71,320,1.8,0.25,0.24,17776,14.09,13.16
158,1995,10,Rajasthan,Nagaur,12734,64.5,10.64,9.8,6715,34.01,5.61,5.17,295,1.49,0.25,0.23,19744,16.49,15.19
158,1996,10,Rajasthan,Nagaur,14189,68.66,11.4,10.14,6199,30,4.98,4.43,278,1.35,0.22,0.2,20666,16.6,14.76
158,1997,10,Rajasthan,Nagaur,16083,67.83,12.57,9.57,7502,31.64,5.86,4.46,124,0.52,0.1,0.07,23709,18.53,14.1
158,1998,10,Rajasthan,Nagaur,15739,64.68,12.65,9.58,8513,34.98,6.84,5.18,83,0.34,0.07,0.05,24335,19.55,14.81
158,1999,10,Rajasthan,Nagaur,16301,60.04,13.58,12,10719,39.48,8.93,7.89,132,0.49,0.11,0.1,27152,22.62,19.99
158,2000,10,Rajasthan,Nagaur,15102,63.93,12.49,11.06,8403,35.57,6.95,6.15,116,0.49,0.1,0.08,23621,19.53,17.3
158,2001,10,Rajasthan,Nagaur,16340,66.81,13.2,11.67,7937,32.45,6.41,5.67,179,0.73,0.14,0.13,24456,19.76,17.47
158,2002,10,Rajasthan,Nagaur,11707,60.88,15.88,13.99,7353,38.24,9.97,8.79,169,0.88,0.23,0.2,19229,26.08,22.98
158,2003,10,Rajasthan,Nagaur,17794,66.72,13.86,12.04,8442,31.66,6.58,5.71,432,1.62,0.34,0.29,26668,20.78,18.04
158,2004,10,Rajasthan,Nagaur,17250,66.01,13.67,11.74,7956,30.44,6.31,5.42,927,3.55,0.73,0.63,26133,20.71,17.79
158,2005,10,Rajasthan,Nagaur,17217,61.43,13.73,11.61,9993,35.65,7.97,6.74,819,2.92,0.65,0.55,28029,22.35,18.9
158,2006,10,Rajasthan,Nagaur,17385,66.65,14.1,12.23,8249,31.62,6.69,5.8,450,1.73,0.36,0.32,26084,21.16,18.35
158,2007,10,Rajasthan,Nagaur,18150,64.72,14.29,12.4,9435,33.64,7.43,6.44,460,1.64,0.36,0.31,28045,22.09,19.16
158,2008,10,Rajasthan,Nagaur,18268,61.26,14.46,12.51,11002,36.9,8.71,7.53,549,1.84,0.43,0.38,29819,23.6,20.42
158,2009,10,Rajasthan,Nagaur,19701,57.33,15.95,13.96,13603,39.59,11.01,9.64,1058,3.08,0.86,0.75,34362,27.81,24.35
158,2010,10,Rajasthan,Nagaur,24323,59.16,18.3,13.08,15521,37.75,11.68,8.35,1269,3.09,0.95,0.68,41113,30.93,22.11
158,2011,10,Rajasthan,Nagaur,27092,59.19,21.23,18.44,17268,37.72,13.53,11.76,1415,3.09,1.11,0.96,45775,35.86,31.16
158,2012,10,Rajasthan,Nagaur,27708,66.6,23.04,19.07,12911,31.03,10.74,8.89,985,2.37,0.82,0.68,41604,34.59,28.64
158,2013,10,Rajasthan,Nagaur,23448,65.65,18.14,13.34,12029,33.68,9.31,6.84,237,0.66,0.18,0.13,35714,27.63,20.32
158,2014,10,Rajasthan,Nagaur,30203,65.6,24.58,20.41,14925,32.42,12.15,10.09,913,1.98,0.74,0.62,46041,37.47,31.11
158,2015,10,Rajasthan,Nagaur,36950,64.63,29.77,25.09,19690,34.44,15.87,13.37,529,0.93,0.43,0.36,57169,46.06,38.82
158,2016,10,Rajasthan,Nagaur,26678,63.3,21.22,16.16,14592,34.62,11.61,8.84,873,2.07,0.69,0.53,42143,33.52,25.53
158,2017,10,Rajasthan,Nagaur,24470,62.11,19.5,16.17,13532,34.35,10.79,8.94,1394,3.54,1.11,0.92,39396,31.4,26.04
159,1966,10,Rajasthan,Pali,1474,99.33,2.48,2.37,10,0.67,0.02,0.02,0,0,0,0,1484,2.49,2.39
159,1967,10,Rajasthan,Pali,1289,74.21,2.13,1.97,428,24.64,0.71,0.65,20,1.15,0.03,0.03,1737,2.87,2.65
159,1968,10,Rajasthan,Pali,885,72.36,1.64,1.56,318,26,0.59,0.56,20,1.64,0.04,0.04,1223,2.26,2.16
159,1969,10,Rajasthan,Pali,478,80.34,1,0.97,94,15.8,0.2,0.19,23,3.87,0.05,0.05,595,1.24,1.2
159,1970,10,Rajasthan,Pali,1287,62.05,2.23,2.05,780,37.61,1.35,1.24,7,0.34,0.01,0.01,2074,3.59,3.3
159,1971,10,Rajasthan,Pali,664,75.71,1.13,1.08,179,20.41,0.31,0.29,34,3.88,0.06,0.06,877,1.5,1.43
159,1972,10,Rajasthan,Pali,98,71.01,0.17,0.17,15,10.87,0.03,0.03,25,18.12,0.04,0.04,138,0.25,0.24
159,1973,10,Rajasthan,Pali,1036,89.16,1.6,1.41,102,8.78,0.16,0.14,24,2.07,0.04,0.03,1162,1.79,1.58
159,1974,10,Rajasthan,Pali,1569,92.46,3.39,3.15,103,6.07,0.22,0.21,25,1.47,0.05,0.05,1697,3.67,3.41
159,1975,10,Rajasthan,Pali,2504,87.43,4.37,3.8,327,11.42,0.57,0.5,33,1.15,0.06,0.05,2864,4.99,4.35
159,1976,10,Rajasthan,Pali,3386,81.67,6.21,5.59,664,16.02,1.22,1.1,96,2.32,0.18,0.16,4146,7.61,6.84
159,1977,10,Rajasthan,Pali,3718,81.46,6.73,6.21,690,15.12,1.25,1.15,156,3.42,0.28,0.26,4564,8.26,7.62
159,1978,10,Rajasthan,Pali,4231,82.36,7.34,6.65,825,16.06,1.43,1.3,81,1.58,0.14,0.13,5137,8.91,8.08
159,1979,10,Rajasthan,Pali,5645,77.1,10,8.87,1465,20.01,2.6,2.3,212,2.9,0.38,0.33,7322,12.97,11.51
159,1980,10,Rajasthan,Pali,3440,80.24,6.44,5.97,715,16.68,1.34,1.24,132,3.08,0.25,0.23,4287,8.03,7.44
159,1981,10,Rajasthan,Pali,2531,78.12,4.88,4.32,601,18.55,1.16,1.03,108,3.33,0.21,0.18,3240,6.25,5.53
159,1982,10,Rajasthan,Pali,5015,79.04,8.63,7.98,1127,17.76,1.94,1.79,203,3.2,0.35,0.32,6345,10.92,10.1
159,1983,10,Rajasthan,Pali,6588,70.54,10.41,9.17,2608,27.92,4.12,3.63,144,1.54,0.23,0.2,9340,14.76,13
159,1984,10,Rajasthan,Pali,4647,63.19,8.24,7.66,2494,33.91,4.42,4.11,213,2.9,0.38,0.35,7354,13.04,12.12
159,1985,10,Rajasthan,Pali,2972,73.04,5.23,4.92,1055,25.93,1.86,1.75,42,1.03,0.07,0.07,4069,7.15,6.74
159,1986,10,Rajasthan,Pali,3477,68.47,5.84,5.56,1535,30.23,2.58,2.46,66,1.3,0.11,0.11,5078,8.53,8.13
159,1987,10,Rajasthan,Pali,1840,63.91,4.28,4.1,984,34.18,2.29,2.19,55,1.91,0.13,0.12,2879,6.69,6.41
159,1988,10,Rajasthan,Pali,4429,75.94,7.19,6.55,1358,23.29,2.21,2.01,45,0.77,0.07,0.07,5832,9.47,8.62
159,1989,10,Rajasthan,Pali,4678,73.83,8.35,7.8,1604,25.32,2.86,2.67,54,0.85,0.1,0.09,6336,11.31,10.56
159,1990,10,Rajasthan,Pali,7161,47.69,11.21,9.88,7724,51.44,12.09,10.66,130,0.87,0.2,0.18,15015,23.51,20.72
159,1991,10,Rajasthan,Pali,6962,57.23,11.33,10.23,5027,41.33,8.18,7.38,175,1.44,0.28,0.26,12164,19.8,17.87
159,1992,10,Rajasthan,Pali,9765,64.23,15.14,13.26,5216,34.31,8.09,7.08,221,1.45,0.34,0.3,15202,23.58,20.65
159,1993,10,Rajasthan,Pali,10385,66.34,17.19,15.46,5048,32.25,8.36,7.51,221,1.41,0.37,0.33,15654,25.91,23.3
159,1994,10,Rajasthan,Pali,12853,69.56,20.12,17.19,5161,27.93,8.08,6.9,464,2.51,0.73,0.62,18478,28.93,24.71
159,1995,10,Rajasthan,Pali,16498,63.74,27.05,23.57,9202,35.55,15.09,13.15,183,0.71,0.3,0.26,25883,42.44,36.98
159,1996,10,Rajasthan,Pali,15216,65.73,24.96,21.56,7667,33.12,12.58,10.86,266,1.15,0.44,0.38,23149,37.98,32.8
159,1997,10,Rajasthan,Pali,19718,68.13,30.66,24.56,9072,31.34,14.11,11.3,153,0.53,0.24,0.19,28943,45.01,36.05
159,1998,10,Rajasthan,Pali,11964,61.85,19.97,15.82,7253,37.49,12.11,9.59,127,0.66,0.21,0.17,19344,32.29,25.58
159,1999,10,Rajasthan,Pali,11130,60.01,20.4,17.89,7346,39.61,13.46,11.81,70,0.38,0.13,0.11,18546,33.99,29.8
159,2000,10,Rajasthan,Pali,7241,74.6,13.68,12.42,2408,24.81,4.55,4.13,58,0.6,0.11,0.1,9707,18.34,16.65
159,2001,10,Rajasthan,Pali,11853,68.21,20.57,18.02,5445,31.34,9.45,8.28,78,0.45,0.14,0.12,17376,30.15,26.41
159,2002,10,Rajasthan,Pali,5642,70.29,15.94,14.88,2337,29.11,6.6,6.16,48,0.6,0.14,0.13,8027,22.68,21.17
159,2003,10,Rajasthan,Pali,8996,64.81,15.66,14.35,4727,34.06,8.23,7.54,157,1.13,0.27,0.25,13880,24.16,22.14
159,2004,10,Rajasthan,Pali,6049,68.47,10.37,9.69,2660,30.11,4.56,4.26,125,1.41,0.21,0.2,8834,15.14,14.15
159,2005,10,Rajasthan,Pali,7121,66.37,11.72,10.83,3360,31.31,5.53,5.11,249,2.32,0.41,0.38,10730,17.66,16.32
159,2006,10,Rajasthan,Pali,13615,66.18,22.35,19.48,6785,32.98,11.14,9.71,174,0.85,0.29,0.25,20574,33.77,29.44
159,2007,10,Rajasthan,Pali,14386,64.61,23.24,20.37,7530,33.82,12.16,10.66,350,1.57,0.57,0.5,22266,35.97,31.53
159,2008,10,Rajasthan,Pali,8311,57.42,13.97,12.89,5130,35.44,8.62,7.96,1034,7.14,1.74,1.6,14475,24.33,22.46
159,2009,10,Rajasthan,Pali,5905,53.75,9.83,9.37,3703,33.7,6.16,5.88,1379,12.55,2.3,2.19,10987,18.29,17.44
159,2010,10,Rajasthan,Pali,12887,60.09,19.86,14.53,7956,37.1,12.26,8.97,603,2.81,0.93,0.68,21446,33.06,24.18
159,2011,10,Rajasthan,Pali,12204,66.08,19.87,17.39,5876,31.82,9.57,8.37,389,2.11,0.63,0.55,18469,30.08,26.32
159,2012,10,Rajasthan,Pali,14573,62.86,24.06,20.21,8183,35.3,13.51,11.35,426,1.84,0.7,0.59,23182,38.28,32.14
159,2013,10,Rajasthan,Pali,10631,71.54,16.98,12.98,4074,27.42,6.51,4.97,155,1.04,0.25,0.19,14860,23.73,18.14
159,2014,10,Rajasthan,Pali,11509,65.66,19.4,16.58,5797,33.07,9.77,8.35,223,1.27,0.38,0.32,17529,29.54,25.26
159,2015,10,Rajasthan,Pali,16017,64.94,26.49,22.06,8373,33.95,13.85,11.53,276,1.12,0.46,0.38,24666,40.79,33.97
159,2016,10,Rajasthan,Pali,18984,66.14,29.5,21.22,9457,32.95,14.7,10.57,262,0.91,0.41,0.29,28703,44.6,32.09
159,2017,10,Rajasthan,Pali,13748,53.98,21.03,16.37,11119,43.65,17.01,13.24,604,2.37,0.92,0.72,25471,38.97,30.33
160,1966,10,Rajasthan,Swami Madhopur,580,84.67,1.22,1.11,90,13.14,0.19,0.17,15,2.19,0.03,0.03,685,1.44,1.31
160,1967,10,Rajasthan,Swami Madhopur,738,74.02,1.52,1.31,245,24.57,0.51,0.43,14,1.4,0.03,0.02,997,2.06,1.76
160,1968,10,Rajasthan,Swami Madhopur,1464,86.02,3.06,2.77,188,11.05,0.39,0.36,50,2.94,0.1,0.09,1702,3.56,3.22
160,1969,10,Rajasthan,Swami Madhopur,2000,92.55,4.04,3.42,150,6.94,0.3,0.26,11,0.51,0.02,0.02,2161,4.37,3.7
160,1970,10,Rajasthan,Swami Madhopur,967,88.15,1.93,1.64,128,11.67,0.25,0.22,2,0.18,0,0,1097,2.19,1.86
160,1971,10,Rajasthan,Swami Madhopur,2194,81.44,4.38,3.72,496,18.41,0.99,0.84,4,0.15,0.01,0.01,2694,5.38,4.57
160,1972,10,Rajasthan,Swami Madhopur,3759,80.2,7.64,6.62,853,18.2,1.73,1.5,75,1.6,0.15,0.13,4687,9.53,8.25
160,1973,10,Rajasthan,Swami Madhopur,1714,56.79,3.43,2.84,795,26.34,1.59,1.32,509,16.87,1.02,0.84,3018,6.04,5
160,1974,10,Rajasthan,Swami Madhopur,1396,70.76,2.84,2.37,375,19.01,0.76,0.64,202,10.24,0.41,0.34,1973,4.02,3.35
160,1975,10,Rajasthan,Swami Madhopur,2797,78.83,5.86,4.91,592,16.69,1.24,1.04,159,4.48,0.33,0.28,3548,7.44,6.23
160,1976,10,Rajasthan,Swami Madhopur,3459,82.06,7,5.88,577,13.69,1.17,0.98,179,4.25,0.36,0.3,4215,8.53,7.17
160,1977,10,Rajasthan,Swami Madhopur,3918,79.1,8.03,6.98,935,18.88,1.92,1.67,100,2.02,0.21,0.18,4953,10.16,8.83
160,1978,10,Rajasthan,Swami Madhopur,4224,79.07,8.65,7.21,999,18.7,2.05,1.7,119,2.23,0.24,0.2,5342,10.94,9.11
160,1979,10,Rajasthan,Swami Madhopur,4764,76.57,10.32,8.13,1351,21.71,2.93,2.3,107,1.72,0.23,0.18,6222,13.48,10.61
160,1980,10,Rajasthan,Swami Madhopur,6143,80.57,12.82,10.85,1364,17.89,2.85,2.41,117,1.53,0.24,0.21,7624,15.91,13.47
160,1981,10,Rajasthan,Swami Madhopur,6419,77.39,13.37,11.38,1763,21.26,3.67,3.12,112,1.35,0.23,0.2,8294,17.27,14.7
160,1982,10,Rajasthan,Swami Madhopur,8686,80.69,17.4,14.11,1969,18.29,3.95,3.2,109,1.01,0.22,0.18,10764,21.57,17.49
160,1983,10,Rajasthan,Swami Madhopur,9829,79.45,19.66,15.88,2450,19.8,4.9,3.96,93,0.75,0.19,0.15,12372,24.74,19.99
160,1984,10,Rajasthan,Swami Madhopur,10373,78.48,21.38,18.13,2739,20.72,5.65,4.79,105,0.79,0.22,0.18,13217,27.25,23.09
160,1985,10,Rajasthan,Swami Madhopur,10870,78.01,21.31,16.6,3004,21.56,5.89,4.59,60,0.43,0.12,0.09,13934,27.32,21.27
160,1986,10,Rajasthan,Swami Madhopur,10091,78.43,20.89,17.03,2742,21.31,5.68,4.63,33,0.26,0.07,0.06,12866,26.63,21.71
160,1987,10,Rajasthan,Swami Madhopur,8580,77.87,18.03,15.02,2429,22.04,5.11,4.25,10,0.09,0.02,0.02,11019,23.16,19.29
160,1988,10,Rajasthan,Swami Madhopur,13031,75.49,26.01,21.08,4213,24.41,8.41,6.81,17,0.1,0.03,0.03,17261,34.45,27.92
160,1989,10,Rajasthan,Swami Madhopur,8471,78.9,20.23,16.95,2250,20.96,5.37,4.5,16,0.15,0.04,0.03,10737,25.64,21.48
160,1990,10,Rajasthan,Swami Madhopur,15975,65.18,31.12,24.35,8462,34.53,16.48,12.9,72,0.29,0.14,0.11,24509,47.75,37.36
160,1991,10,Rajasthan,Swami Madhopur,17686,65.99,35.35,28.76,8959,33.43,17.91,14.57,158,0.59,0.32,0.26,26803,53.58,43.58
160,1992,10,Rajasthan,Swami Madhopur,15620,84.37,32.42,25.73,2864,15.47,5.94,4.72,29,0.16,0.06,0.05,18513,38.43,30.5
160,1993,10,Rajasthan,Swami Madhopur,14925,72.64,31.12,25.17,5597,27.24,11.67,9.44,24,0.12,0.05,0.04,20546,42.84,34.65
160,1994,10,Rajasthan,Swami Madhopur,18941,71.82,40.09,32.49,7270,27.57,15.39,12.47,161,0.61,0.34,0.28,26372,55.82,45.23
160,1995,10,Rajasthan,Swami Madhopur,27610,79.1,57.85,47.33,7259,20.8,15.21,12.44,38,0.11,0.08,0.07,34907,73.13,59.84
160,1996,10,Rajasthan,Swami Madhopur,27293,80.42,56.23,43.25,6464,19.05,13.32,10.24,181,0.53,0.37,0.29,33938,69.93,53.77
160,1997,10,Rajasthan,Swami Madhopur,33350,75.37,68.26,50.77,10807,24.42,22.12,16.45,93,0.21,0.19,0.14,44250,90.57,67.36
160,1998,10,Rajasthan,Swami Madhopur,31341,76.87,63.91,47.17,9337,22.9,19.04,14.05,95,0.23,0.19,0.14,40773,83.15,61.36
160,1999,10,Rajasthan,Swami Madhopur,32261,65.41,65.74,49.5,16960,34.39,34.56,26.02,99,0.2,0.2,0.15,49320,100.5,75.67
160,2000,10,Rajasthan,Swami Madhopur,28064,76.72,63.88,47.69,8419,23.01,19.16,14.31,99,0.27,0.23,0.17,36582,83.27,62.16
160,2001,10,Rajasthan,Swami Madhopur,31690,76.49,71.47,52.11,9638,23.26,21.74,15.85,103,0.25,0.23,0.17,41431,93.44,68.13
160,2002,10,Rajasthan,Swami Madhopur,21215,75.19,68.61,51.41,6911,24.49,22.35,16.75,89,0.32,0.29,0.22,28215,91.25,68.37
160,2003,10,Rajasthan,Swami Madhopur,32975,75.13,69.66,47.99,10742,24.48,22.69,15.63,171,0.39,0.36,0.25,43888,92.71,63.87
160,2004,10,Rajasthan,Swami Madhopur,30792,73.51,64.4,47.94,10789,25.76,22.56,16.8,307,0.73,0.64,0.48,41888,87.61,65.21
160,2005,10,Rajasthan,Swami Madhopur,33578,71.03,69.41,51.1,12758,26.99,26.37,19.41,934,1.98,1.93,1.42,47270,97.71,71.93
160,2006,10,Rajasthan,Swami Madhopur,30026,71.41,66.4,49.02,11889,28.28,26.29,19.41,132,0.31,0.29,0.22,42047,92.98,68.65
160,2007,10,Rajasthan,Swami Madhopur,33140,72.86,73.72,53.04,11694,25.71,26.01,18.72,653,1.44,1.45,1.05,45487,101.19,72.81
160,2008,10,Rajasthan,Swami Madhopur,37276,69.02,78.38,54.97,16333,30.24,34.34,24.09,395,0.73,0.83,0.58,54004,113.55,79.64
160,2009,10,Rajasthan,Swami Madhopur,37935,70.01,77.6,49.02,15925,29.39,32.58,20.58,325,0.6,0.66,0.42,54185,110.84,70.02
160,2010,10,Rajasthan,Swami Madhopur,42956,68.21,87.03,56.81,19178,30.45,38.86,25.36,839,1.33,1.7,1.11,62973,127.59,83.29
160,2011,10,Rajasthan,Swami Madhopur,47305,69.91,96.45,64.14,19707,29.12,40.18,26.72,656,0.97,1.34,0.89,67668,137.97,91.75
160,2012,10,Rajasthan,Swami Madhopur,49159,71.31,99.47,66.39,19508,28.3,39.47,26.35,272,0.39,0.55,0.37,68939,139.49,93.1
160,2013,10,Rajasthan,Swami Madhopur,50840,77.09,102.89,68.71,15112,22.91,30.58,20.43,1,0,0,0,65953,133.47,89.14
160,2014,10,Rajasthan,Swami Madhopur,50050,72.39,101.64,70.49,18675,27.01,37.92,26.3,415,0.6,0.84,0.58,69140,140.41,97.38
160,2015,10,Rajasthan,Swami Madhopur,76100,77.51,162.1,105.74,21734,22.14,46.3,30.2,342,0.35,0.73,0.48,98175,209.12,136.41
160,2016,10,Rajasthan,Swami Madhopur,75388,80.55,154.2,99.38,17931,19.16,36.68,23.64,277,0.3,0.57,0.37,93596,191.44,123.39
160,2017,10,Rajasthan,Swami Madhopur,39972,75.57,91.75,58.33,12592,23.81,28.9,18.37,332,0.63,0.76,0.48,52896,121.41,77.19
161,1966,10,Rajasthan,Sikar,135,93.1,0.25,0.24,10,6.9,0.02,0.02,0,0,0,0,145,0.27,0.26
161,1967,10,Rajasthan,Sikar,169,64.26,0.31,0.29,71,27,0.13,0.12,23,8.75,0.04,0.04,263,0.48,0.45
161,1968,10,Rajasthan,Sikar,178,86.41,0.33,0.32,26,12.62,0.05,0.05,2,0.97,0,0,206,0.39,0.37
161,1969,10,Rajasthan,Sikar,228,82.01,0.42,0.4,36,12.95,0.07,0.06,14,5.04,0.03,0.02,278,0.51,0.49
161,1970,10,Rajasthan,Sikar,234,88.3,0.42,0.39,19,7.17,0.03,0.03,12,4.53,0.02,0.02,265,0.48,0.45
161,1971,10,Rajasthan,Sikar,290,81.01,0.53,0.49,44,12.29,0.08,0.07,24,6.7,0.04,0.04,358,0.65,0.61
161,1972,10,Rajasthan,Sikar,432,73.85,0.81,0.77,34,5.81,0.06,0.06,119,20.34,0.22,0.21,585,1.09,1.04
161,1973,10,Rajasthan,Sikar,577,88.5,1.06,1.01,70,10.74,0.13,0.12,5,0.77,0.01,0.01,652,1.2,1.14
161,1974,10,Rajasthan,Sikar,267,96.04,0.5,0.43,11,3.96,0.02,0.02,0,0,0,0,278,0.52,0.45
161,1975,10,Rajasthan,Sikar,488,97.6,0.93,0.83,11,2.2,0.02,0.02,1,0.2,0,0,500,0.95,0.85
161,1976,10,Rajasthan,Sikar,671,97.39,1.29,1.21,18,2.61,0.03,0.03,0,0,0,0,689,1.33,1.24
161,1977,10,Rajasthan,Sikar,669,93.7,1.35,1.26,30,4.2,0.06,0.06,15,2.1,0.03,0.03,714,1.45,1.34
161,1978,10,Rajasthan,Sikar,1088,91.58,2.19,1.98,53,4.46,0.11,0.1,47,3.96,0.09,0.09,1188,2.39,2.16
161,1979,10,Rajasthan,Sikar,1504,94.41,3.26,2.74,60,3.77,0.13,0.11,29,1.82,0.06,0.05,1593,3.45,2.9
161,1980,10,Rajasthan,Sikar,1343,93.2,2.67,2.34,72,5,0.14,0.13,26,1.8,0.05,0.05,1441,2.86,2.51
161,1981,10,Rajasthan,Sikar,1198,92.72,2.32,1.9,71,5.5,0.14,0.11,23,1.78,0.04,0.04,1292,2.5,2.05
161,1982,10,Rajasthan,Sikar,1546,92.96,3.02,2.63,89,5.35,0.17,0.15,28,1.68,0.05,0.05,1663,3.25,2.83
161,1983,10,Rajasthan,Sikar,1802,91.06,3.54,3.08,150,7.58,0.29,0.26,27,1.36,0.05,0.05,1979,3.89,3.38
161,1984,10,Rajasthan,Sikar,1791,91.19,3.64,3.21,158,8.04,0.32,0.28,15,0.76,0.03,0.03,1964,4,3.52
161,1985,10,Rajasthan,Sikar,2227,87.33,4.35,3.58,310,12.16,0.6,0.5,13,0.51,0.03,0.02,2550,4.98,4.1
161,1986,10,Rajasthan,Sikar,2389,85.2,4.68,4.03,404,14.41,0.79,0.68,11,0.39,0.02,0.02,2804,5.49,4.73
161,1987,10,Rajasthan,Sikar,1778,84.87,4.04,3.55,314,14.99,0.71,0.63,3,0.14,0.01,0.01,2095,4.76,4.18
161,1988,10,Rajasthan,Sikar,2824,81.71,5.46,4.56,570,16.49,1.1,0.92,62,1.79,0.12,0.1,3456,6.69,5.58
161,1989,10,Rajasthan,Sikar,2370,78.06,4.62,4,635,20.92,1.24,1.07,31,1.02,0.06,0.05,3036,5.92,5.12
161,1990,10,Rajasthan,Sikar,2861,74.14,5.47,4.58,959,24.85,1.83,1.53,39,1.01,0.07,0.06,3859,7.38,6.17
