Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
74,1967,5,Karnataka,Dharwad,2154,64.28,1.93,1.89,1178,35.15,1.05,1.03,19,0.57,0.02,0.02,3351,3,2.94
74,1968,5,Karnataka,Dharwad,2371,66.1,2.13,2.09,1144,31.89,1.03,1.01,72,2.01,0.06,0.06,3587,3.22,3.16
74,1969,5,Karnataka,Dharwad,3232,58.04,2.9,2.83,1793,32.2,1.61,1.57,544,9.77,0.49,0.48,5569,4.99,4.88
74,1970,5,Karnataka,Dharwad,4337,71.06,3.89,3.79,1221,20.01,1.1,1.07,545,8.93,0.49,0.48,6103,5.47,5.33
74,1971,5,Karnataka,Dharwad,3661,50.41,3.3,3.21,2788,38.39,2.51,2.44,814,11.21,0.73,0.71,7263,6.54,6.37
74,1972,5,Karnataka,Dharwad,5727,56.96,5.17,5.05,2811,27.96,2.54,2.48,1516,15.08,1.37,1.34,10054,9.07,8.86
74,1973,5,Karnataka,Dharwad,6018,54.19,5.43,5.28,2926,26.35,2.64,2.57,2161,19.46,1.95,1.9,11105,10.02,9.75
74,1974,5,Karnataka,Dharwad,7173,55.93,6.43,6.25,3117,24.3,2.79,2.72,2536,19.77,2.27,2.21,12826,11.5,11.18
74,1975,5,Karnataka,Dharwad,7997,62.05,7.15,6.94,2665,20.68,2.38,2.31,2225,17.27,1.99,1.93,12887,11.51,11.19
74,1976,5,Karnataka,Dharwad,6158,51.48,5.85,5.71,3386,28.31,3.22,3.14,2417,20.21,2.3,2.24,11961,11.36,11.09
74,1977,5,Karnataka,Dharwad,8169,50.23,7.43,7.21,4444,27.33,4.04,3.92,3650,22.44,3.32,3.22,16263,14.79,14.35
74,1978,5,Karnataka,Dharwad,10773,46.03,9.58,9.38,7157,30.58,6.37,6.23,5476,23.4,4.87,4.77,23406,20.82,20.39
74,1979,5,Karnataka,Dharwad,11545,46.51,10.29,10.06,7796,31.41,6.95,6.79,5479,22.07,4.88,4.77,24820,22.12,21.62
74,1980,5,Karnataka,Dharwad,11433,47.72,10.34,9.86,7393,30.86,6.68,6.37,5132,21.42,4.64,4.42,23958,21.66,20.65
74,1981,5,Karnataka,Dharwad,12770,47.96,11.67,11.19,8670,32.56,7.93,7.6,5187,19.48,4.74,4.55,26627,24.34,23.34
74,1982,5,Karnataka,Dharwad,15207,46.88,13.84,12.86,9832,30.31,8.95,8.32,7400,22.81,6.73,6.26,32439,29.51,27.43
74,1983,5,Karnataka,Dharwad,24228,48.78,21.86,20.46,15264,30.73,13.77,12.89,10172,20.48,9.18,8.59,49664,44.81,41.94
74,1984,5,Karnataka,Dharwad,24372,47.97,21.96,19.03,17519,34.48,15.78,13.68,8912,17.54,8.03,6.96,50803,45.77,39.67
74,1985,5,Karnataka,Dharwad,21226,40.17,22.4,19.97,22117,41.86,23.34,20.8,9493,17.97,10.02,8.93,52836,55.75,49.7
74,1986,5,Karnataka,Dharwad,16744,42.96,15.5,13.21,14931,38.31,13.82,11.78,7299,18.73,6.76,5.76,38974,36.07,30.75
74,1987,5,Karnataka,Dharwad,17517,41.63,16.2,13.42,13424,31.91,12.41,10.29,11133,26.46,10.29,8.53,42074,38.9,32.24
74,1988,5,Karnataka,Dharwad,27985,47.46,26.91,23.7,22747,38.57,21.87,19.27,8237,13.97,7.92,6.98,58969,56.71,49.94
74,1989,5,Karnataka,Dharwad,24460,38.96,23.23,19.66,24114,38.4,22.9,19.39,14215,22.64,13.5,11.43,62789,59.62,50.48
74,1990,5,Karnataka,Dharwad,26026,40.62,26.77,23.07,23591,36.82,24.27,20.91,14448,22.55,14.86,12.8,64065,65.91,56.78
74,1991,5,Karnataka,Dharwad,33658,40.19,30.52,24.41,31258,37.33,28.34,22.67,18828,22.48,17.07,13.65,83744,75.94,60.73
74,1992,5,Karnataka,Dharwad,32404,43.12,29.58,23.81,29944,39.84,27.34,22,12806,17.04,11.69,9.41,75154,68.61,55.21
74,1993,5,Karnataka,Dharwad,32732,49.87,29.76,24.01,23156,35.28,21.05,16.99,9752,14.86,8.87,7.15,65640,59.67,48.15
74,1994,5,Karnataka,Dharwad,34259,52.85,31.81,25.74,22050,34.02,20.48,16.56,8510,13.13,7.9,6.39,64819,60.19,48.69
74,1995,5,Karnataka,Dharwad,42116,49.54,39.88,32.63,30315,35.66,28.7,23.49,12590,14.81,11.92,9.76,85021,80.5,65.88
74,1996,5,Karnataka,Dharwad,36759,54.2,34.5,27.12,20671,30.48,19.4,15.25,10397,15.33,9.76,7.67,67827,63.66,50.03
74,1997,5,Karnataka,Dharwad,45301,47.69,43.62,34.43,34045,35.84,32.79,25.88,15652,16.48,15.07,11.9,94998,91.48,72.2
74,1998,5,Karnataka,Dharwad,48892,49.8,46.02,35.59,38709,39.43,36.44,28.18,10576,10.77,9.95,7.7,98177,92.41,71.46
74,1999,5,Karnataka,Dharwad,52765,48.32,49.63,39.02,42197,38.64,39.69,31.2,14234,13.04,13.39,10.53,109196,102.7,80.74
74,2000,5,Karnataka,Dharwad,56096,49.54,52.23,38.96,41200,36.38,38.36,28.61,15945,14.08,14.85,11.07,113241,105.44,78.64
74,2001,5,Karnataka,Dharwad,44014,47.73,41.11,32.4,36301,39.36,33.91,26.72,11903,12.91,11.12,8.76,92218,86.14,67.88
74,2002,5,Karnataka,Dharwad,40779,50.77,37.37,28.12,29161,36.31,26.72,20.11,10374,12.92,9.51,7.15,80314,73.59,55.38
74,2003,5,Karnataka,Dharwad,27131,51.59,25.98,20.49,17892,34.02,17.13,13.51,7564,14.38,7.24,5.71,52587,50.35,39.72
74,2004,5,Karnataka,Dharwad,44474,50.66,41.18,28.86,30252,34.46,28.01,19.63,13060,14.88,12.09,8.47,87786,81.28,56.96
74,2005,5,Karnataka,Dharwad,56967,48.17,53.1,37.56,39964,33.79,37.25,26.35,21330,18.04,19.88,14.06,118261,110.23,77.97
74,2006,5,Karnataka,Dharwad,58185,47.56,55.19,39.35,45072,36.84,42.75,30.48,19092,15.6,18.11,12.91,122349,116.06,82.75
74,2007,5,Karnataka,Dharwad,64193,49.31,60.08,42.32,41282,31.71,38.64,27.22,24715,18.98,23.13,16.3,130190,121.85,85.84
74,2008,5,Karnataka,Dharwad,66923,45.86,65.56,48.47,51686,35.42,50.63,37.43,27313,18.72,26.76,19.78,145922,142.95,105.69
74,2009,5,Karnataka,Dharwad,70413,43.29,64.07,45.09,60494,37.19,55.04,38.74,31765,19.53,28.9,20.34,162672,148.02,104.16
74,2010,5,Karnataka,Dharwad,78970,48.74,73.17,53.1,58408,36.05,54.12,39.28,24660,15.22,22.85,16.58,162038,150.14,108.96
74,2011,5,Karnataka,Dharwad,96206,48.66,95.78,69.57,77132,39.01,76.79,55.78,24389,12.33,24.28,17.64,197727,196.85,142.99
74,2012,5,Karnataka,Dharwad,64459,58.11,66.27,52.81,31638,28.52,32.53,25.92,14833,13.37,15.25,12.15,110930,114.04,90.88
74,2013,5,Karnataka,Dharwad,69090,60.7,67.75,48.74,30441,26.74,29.85,21.47,14298,12.56,14.02,10.09,113829,111.62,80.3
74,2014,5,Karnataka,Dharwad,80132,57.38,74.73,56.01,40640,29.1,37.9,28.41,18887,13.52,17.61,13.2,139659,130.24,97.62
74,2015,5,Karnataka,Dharwad,87492,58.62,79.85,60.36,48474,32.48,44.24,33.44,13276,8.9,12.12,9.16,149242,136.21,102.97
74,2016,5,Karnataka,Dharwad,72124,57.4,67.81,48.61,42303,33.66,39.77,28.51,11236,8.94,10.56,7.57,125662,118.14,84.7
74,2017,5,Karnataka,Dharwad,62588,58.74,60.28,45.91,31066,29.15,29.92,22.79,12903,12.11,12.43,9.46,106557,102.63,78.16
75,1966,5,Karnataka,Belgaum,3744,63.21,3.97,3.81,2179,36.79,2.31,2.22,0,0,0,0,5923,6.27,6.03
75,1967,5,Karnataka,Belgaum,5499,68.4,5.82,5.7,2476,30.8,2.62,2.56,65,0.81,0.07,0.07,8040,8.51,8.33
75,1968,5,Karnataka,Belgaum,4121,69.31,4.32,4.23,1556,26.17,1.63,1.6,269,4.52,0.28,0.28,5946,6.23,6.1
75,1969,5,Karnataka,Belgaum,6056,79.17,6.41,6.28,967,12.64,1.02,1,626,8.18,0.66,0.65,7649,8.1,7.93
75,1970,5,Karnataka,Belgaum,8126,73.85,8.91,8.77,2446,22.23,2.68,2.64,431,3.92,0.47,0.47,11003,12.06,11.88
75,1971,5,Karnataka,Belgaum,6060,65.73,6.54,6.41,1504,16.31,1.62,1.59,1656,17.96,1.79,1.75,9220,9.96,9.75
75,1972,5,Karnataka,Belgaum,7004,62.51,7.8,7.67,2660,23.74,2.96,2.91,1540,13.75,1.71,1.69,11204,12.48,12.27
75,1973,5,Karnataka,Belgaum,7131,62.67,7.83,7.7,2507,22.03,2.75,2.71,1741,15.3,1.91,1.88,11379,12.5,12.28
75,1974,5,Karnataka,Belgaum,9583,65.09,10.6,10.38,3137,21.31,3.47,3.4,2002,13.6,2.21,2.17,14722,16.28,15.95
75,1975,5,Karnataka,Belgaum,12879,74.4,14.24,13.86,2616,15.11,2.89,2.82,1816,10.49,2.01,1.96,17311,19.14,18.64
75,1976,5,Karnataka,Belgaum,16822,77.8,18.82,18.36,3074,14.22,3.44,3.35,1727,7.99,1.93,1.88,21623,24.19,23.6
75,1977,5,Karnataka,Belgaum,18875,70.01,20.86,20.3,4505,16.71,4.98,4.84,3580,13.28,3.96,3.85,26960,29.79,28.99
75,1978,5,Karnataka,Belgaum,22391,66.94,24.75,24.07,5459,16.32,6.03,5.87,5597,16.73,6.19,6.02,33447,36.97,35.95
75,1979,5,Karnataka,Belgaum,19322,71.25,21.33,20.69,4882,18,5.39,5.23,2914,10.75,3.22,3.12,27118,29.93,29.03
75,1980,5,Karnataka,Belgaum,19200,66.56,21.26,20.62,5405,18.74,5.99,5.81,4243,14.71,4.7,4.56,28848,31.95,30.99
75,1981,5,Karnataka,Belgaum,25682,68.12,27.95,26.92,6971,18.49,7.59,7.31,5050,13.39,5.5,5.29,37703,41.03,39.52
75,1982,5,Karnataka,Belgaum,22418,60.78,24.67,23.62,7981,21.64,8.78,8.41,6484,17.58,7.14,6.83,36883,40.59,38.86
75,1983,5,Karnataka,Belgaum,28817,61.14,32.01,30.72,9716,20.62,10.79,10.36,8596,18.24,9.55,9.16,47129,52.35,50.24
75,1984,5,Karnataka,Belgaum,35265,57.72,37.76,34.44,14080,23.04,15.07,13.75,11756,19.24,12.59,11.48,61101,65.42,59.66
75,1985,5,Karnataka,Belgaum,36054,59.8,40.49,38.17,15308,25.39,17.19,16.21,8933,14.82,10.03,9.46,60295,67.72,63.83
75,1986,5,Karnataka,Belgaum,36099,63.09,39.2,36.1,13583,23.74,14.75,13.58,7538,13.17,8.18,7.54,57220,62.13,57.22
75,1987,5,Karnataka,Belgaum,31446,57.09,33.69,30.7,13368,24.27,14.32,13.05,10265,18.64,11,10.02,55079,59.01,53.77
75,1988,5,Karnataka,Belgaum,42237,59.05,44.7,40.45,17721,24.78,18.76,16.97,11566,16.17,12.24,11.08,71524,75.7,68.49
75,1989,5,Karnataka,Belgaum,39469,57.88,42.43,38.48,20182,29.6,21.69,19.68,8536,12.52,9.18,8.32,68187,73.3,66.48
75,1990,5,Karnataka,Belgaum,42069,59.5,46.9,42.36,19478,27.55,21.71,19.61,9156,12.95,10.21,9.22,70703,78.82,71.19
75,1991,5,Karnataka,Belgaum,37978,57.44,41.07,36.55,20327,30.75,21.98,19.57,7808,11.81,8.44,7.52,66113,71.49,63.64
75,1992,5,Karnataka,Belgaum,38150,61.9,43.38,38.8,16310,26.46,18.54,16.59,7174,11.64,8.16,7.3,61634,70.08,62.68
75,1993,5,Karnataka,Belgaum,44975,66.93,49.47,44.08,14405,21.44,15.85,14.12,7813,11.63,8.59,7.66,67193,73.91,65.86
75,1994,5,Karnataka,Belgaum,41343,67.1,45.92,40.73,13022,21.14,14.46,12.83,7246,11.76,8.05,7.14,61611,68.43,60.69
75,1995,5,Karnataka,Belgaum,42981,66.85,49.54,44.25,13667,21.26,15.75,14.07,7649,11.9,8.82,7.87,64297,74.11,66.19
75,1996,5,Karnataka,Belgaum,45209,71.97,50.93,45.22,10384,16.53,11.7,10.39,7223,11.5,8.14,7.22,62816,70.76,62.83
75,1997,5,Karnataka,Belgaum,66900,62.27,77.15,67.48,26919,25.06,31.04,27.15,13619,12.68,15.7,13.74,107438,123.89,108.36
75,1998,5,Karnataka,Belgaum,78437,59.65,91.35,79.34,33918,25.79,39.5,34.31,19150,14.56,22.3,19.37,131505,153.16,133.02
75,1999,5,Karnataka,Belgaum,75275,59.09,88.35,74.18,33469,26.27,39.28,32.98,18644,14.64,21.88,18.37,127388,149.52,125.54
75,2000,5,Karnataka,Belgaum,76410,62.42,87.03,72.84,27675,22.61,31.52,26.38,18337,14.98,20.88,17.48,122422,139.43,116.7
75,2001,5,Karnataka,Belgaum,68090,59.43,93.47,78.26,27623,24.11,37.92,31.75,18859,16.46,25.89,21.67,114572,157.28,131.68
75,2002,5,Karnataka,Belgaum,63617,63.58,85.17,69.43,19761,19.75,26.46,21.57,16680,16.67,22.33,18.21,100058,133.96,109.21
75,2003,5,Karnataka,Belgaum,44646,61.34,61.71,49.98,14545,19.98,20.1,16.28,13595,18.68,18.79,15.22,72786,100.61,81.48
75,2004,5,Karnataka,Belgaum,63961,57.35,76.21,57.97,26041,23.35,31.03,23.6,21525,19.3,25.65,19.51,111527,132.89,101.08
75,2005,5,Karnataka,Belgaum,70219,54.19,87.87,66.18,29547,22.8,36.98,27.85,29821,23.01,37.32,28.11,129587,162.17,122.13
75,2006,5,Karnataka,Belgaum,76241,52.43,90.56,71.04,37142,25.54,44.12,34.61,32020,22.02,38.03,29.84,145403,172.7,135.48
75,2007,5,Karnataka,Belgaum,79642,55.75,95.61,75.71,29910,20.94,35.91,28.43,33296,23.31,39.97,31.65,142848,171.48,135.79
75,2008,5,Karnataka,Belgaum,88002,43.88,110.24,87.19,56443,28.14,70.7,55.92,56100,27.97,70.28,55.58,200545,251.22,198.7
75,2009,5,Karnataka,Belgaum,99266,46.01,117.16,89.49,58084,26.92,68.56,52.37,58403,27.07,68.93,52.65,215753,254.65,194.51
75,2010,5,Karnataka,Belgaum,101487,47.8,121.12,92.29,64120,30.2,76.53,58.31,46713,22,55.75,42.48,212320,253.4,193.08
75,2011,5,Karnataka,Belgaum,101386,50.88,132.26,100.26,62121,31.18,81.04,61.43,35744,17.94,46.63,35.35,199251,259.92,197.03
75,2012,5,Karnataka,Belgaum,86336,58.68,132.81,96.35,32350,21.99,49.76,36.1,28451,19.34,43.77,31.75,147137,226.34,164.2
75,2013,5,Karnataka,Belgaum,92843,56.56,141.54,95.94,41720,25.42,63.6,43.11,29590,18.03,45.11,30.58,164153,250.25,169.63
75,2014,5,Karnataka,Belgaum,92481,55.22,127.54,90.23,38556,23.02,53.17,37.62,36446,21.76,50.26,35.56,167483,230.98,163.41
75,2015,5,Karnataka,Belgaum,92785,57.04,117.46,90.85,44583,27.41,56.44,43.65,25303,15.55,32.03,24.78,162671,205.93,159.28
75,2016,5,Karnataka,Belgaum,100099,55.61,121.48,96.31,45042,25.02,54.66,43.34,34851,19.36,42.29,33.53,179992,218.44,173.17
75,2017,5,Karnataka,Belgaum,92878,56.16,121.53,92.16,39229,23.72,51.33,38.92,33264,20.11,43.52,33.01,165371,216.38,164.09
76,1966,5,Karnataka,Bijapur / Vijayapura,843,65.1,0.59,0.58,452,34.9,0.32,0.31,0,0,0,0,1295,0.91,0.9
76,1967,5,Karnataka,Bijapur / Vijayapura,1033,66.77,0.74,0.72,514,33.23,0.37,0.36,0,0,0,0,1547,1.1,1.09
76,1968,5,Karnataka,Bijapur / Vijayapura,2021,79.98,1.42,1.41,472,18.68,0.33,0.33,34,1.35,0.02,0.02,2527,1.78,1.76
76,1969,5,Karnataka,Bijapur / Vijayapura,2046,64.71,1.43,1.41,560,17.71,0.39,0.39,556,17.58,0.39,0.38,3162,2.21,2.18
76,1970,5,Karnataka,Bijapur / Vijayapura,2745,63.73,1.92,1.9,1330,30.88,0.93,0.92,232,5.39,0.16,0.16,4307,3.01,2.98
76,1971,5,Karnataka,Bijapur / Vijayapura,1537,49.15,1.07,1.06,748,23.92,0.52,0.51,842,26.93,0.59,0.58,3127,2.18,2.15
76,1972,5,Karnataka,Bijapur / Vijayapura,1127,51.2,0.94,0.93,538,24.44,0.45,0.44,536,24.35,0.45,0.44,2201,1.83,1.82
76,1973,5,Karnataka,Bijapur / Vijayapura,2539,74.7,1.83,1.81,508,14.95,0.37,0.36,352,10.36,0.25,0.25,3399,2.45,2.42
76,1974,5,Karnataka,Bijapur / Vijayapura,5302,72.2,3.75,3.7,1425,19.41,1.01,0.99,616,8.39,0.44,0.43,7343,5.19,5.12
76,1975,5,Karnataka,Bijapur / Vijayapura,4320,81.26,3.17,3.12,637,11.98,0.47,0.46,359,6.75,0.26,0.26,5316,3.9,3.84
76,1976,5,Karnataka,Bijapur / Vijayapura,5894,78.72,4.39,4.32,1060,14.16,0.79,0.78,533,7.12,0.4,0.39,7487,5.57,5.49
76,1977,5,Karnataka,Bijapur / Vijayapura,7103,73.79,5.17,5.06,1682,17.47,1.22,1.2,841,8.74,0.61,0.6,9626,7.01,6.85
76,1978,5,Karnataka,Bijapur / Vijayapura,8604,71.08,6.28,6.12,2315,19.12,1.69,1.65,1186,9.8,0.87,0.84,12105,8.84,8.61
76,1979,5,Karnataka,Bijapur / Vijayapura,7971,68.42,6.09,5.95,2396,20.57,1.83,1.79,1283,11.01,0.98,0.96,11650,8.9,8.69
76,1980,5,Karnataka,Bijapur / Vijayapura,7781,68.28,6.66,6.53,2255,19.79,1.93,1.89,1360,11.93,1.16,1.14,11396,9.76,9.56
76,1981,5,Karnataka,Bijapur / Vijayapura,9642,67.7,6.89,6.67,2826,19.84,2.02,1.95,1775,12.46,1.27,1.23,14243,10.18,9.85
76,1982,5,Karnataka,Bijapur / Vijayapura,8773,58.66,6.39,6.13,3210,21.46,2.34,2.24,2973,19.88,2.16,2.08,14956,10.89,10.46
76,1983,5,Karnataka,Bijapur / Vijayapura,10820,60.77,7.61,7.24,4396,24.69,3.09,2.94,2589,14.54,1.82,1.73,17805,12.51,11.92
76,1984,5,Karnataka,Bijapur / Vijayapura,13679,57.11,10.29,9.85,7098,29.64,5.34,5.11,3173,13.25,2.39,2.28,23950,18.01,17.24
76,1985,5,Karnataka,Bijapur / Vijayapura,14394,64.12,11.41,11.06,5857,26.09,4.64,4.5,2196,9.78,1.74,1.69,22447,17.79,17.25
76,1986,5,Karnataka,Bijapur / Vijayapura,15550,67.24,11.59,11.14,5439,23.52,4.05,3.9,2138,9.24,1.59,1.53,23127,17.24,16.57
76,1987,5,Karnataka,Bijapur / Vijayapura,11965,51.95,8.46,7.84,7616,33.07,5.38,4.99,3449,14.98,2.44,2.26,23030,16.28,15.08
76,1988,5,Karnataka,Bijapur / Vijayapura,21346,60.39,16.06,14.99,9857,27.89,7.41,6.92,4142,11.72,3.12,2.91,35345,26.59,24.82
76,1989,5,Karnataka,Bijapur / Vijayapura,20103,53.56,14.59,13.57,11994,31.96,8.71,8.1,5435,14.48,3.94,3.67,37532,27.24,25.34
76,1990,5,Karnataka,Bijapur / Vijayapura,18447,54.17,13.61,12.47,10740,31.54,7.92,7.26,4868,14.29,3.59,3.29,34055,25.12,23.03
76,1991,5,Karnataka,Bijapur / Vijayapura,23392,53.28,16.89,15.06,16732,38.11,12.08,10.77,3784,8.62,2.73,2.44,43908,31.7,28.27
76,1992,5,Karnataka,Bijapur / Vijayapura,19363,60.49,14.36,13.18,9608,30.01,7.13,6.54,3041,9.5,2.26,2.07,32012,23.74,21.79
76,1993,5,Karnataka,Bijapur / Vijayapura,24709,62.07,18.28,16.5,11747,29.51,8.69,7.84,3350,8.42,2.48,2.24,39806,29.44,26.58
76,1994,5,Karnataka,Bijapur / Vijayapura,25595,62.72,20.34,18.5,9926,24.32,7.89,7.17,5288,12.96,4.2,3.82,40809,32.43,29.49
76,1995,5,Karnataka,Bijapur / Vijayapura,29069,61.82,22.15,20.32,11902,25.31,9.07,8.32,6054,12.87,4.61,4.23,47025,35.83,32.87
76,1996,5,Karnataka,Bijapur / Vijayapura,31046,66.64,22.67,19.98,10401,22.33,7.59,6.69,5138,11.03,3.75,3.31,46585,34.01,29.98
76,1997,5,Karnataka,Bijapur / Vijayapura,40669,60.64,32.14,28.83,19454,29.01,15.37,13.79,6944,10.35,5.49,4.92,67067,53,47.55
76,1998,5,Karnataka,Bijapur / Vijayapura,32657,53.75,25.95,23.17,20028,32.96,15.92,14.21,8072,13.29,6.41,5.73,60757,48.28,43.11
76,1999,5,Karnataka,Bijapur / Vijayapura,46470,58.53,37.99,33.82,23116,29.11,18.9,16.82,9815,12.36,8.02,7.14,79401,64.91,57.79
76,2000,5,Karnataka,Bijapur / Vijayapura,43706,58.85,36.51,31.76,20100,27.06,16.79,14.61,10462,14.09,8.74,7.6,74268,62.05,53.97
76,2001,5,Karnataka,Bijapur / Vijayapura,47696,57.97,42.85,38.68,22968,27.92,20.64,18.63,11611,14.11,10.43,9.42,82275,73.92,66.73
76,2002,5,Karnataka,Bijapur / Vijayapura,46152,59.9,37.64,33.17,19890,25.82,16.22,14.3,11000,14.28,8.97,7.91,77042,62.83,55.38
76,2003,5,Karnataka,Bijapur / Vijayapura,37702,57.98,33.83,31.16,18055,27.77,16.2,14.92,9270,14.26,8.32,7.66,65027,58.35,53.75
76,2004,5,Karnataka,Bijapur / Vijayapura,52720,54.99,40.17,33.05,27874,29.08,21.24,17.47,15274,15.93,11.64,9.58,95868,73.05,60.1
76,2005,5,Karnataka,Bijapur / Vijayapura,50442,51.57,38.6,31.33,26766,27.36,20.48,16.63,20609,21.07,15.77,12.8,97817,74.85,60.76
76,2006,5,Karnataka,Bijapur / Vijayapura,61310,54.1,46.02,38.01,32611,28.78,24.48,20.22,19408,17.13,14.57,12.03,113329,85.06,70.25
76,2007,5,Karnataka,Bijapur / Vijayapura,60686,55.85,45.04,36.53,29197,26.87,21.67,17.58,18782,17.28,13.94,11.31,108665,80.64,65.41
76,2008,5,Karnataka,Bijapur / Vijayapura,68952,50.02,57.4,48.67,41402,30.03,34.46,29.22,27502,19.95,22.89,19.41,137856,114.75,97.3
76,2009,5,Karnataka,Bijapur / Vijayapura,77842,50.19,58.19,47.42,45318,29.22,33.88,27.6,31934,20.59,23.87,19.45,155094,115.94,94.47
76,2010,5,Karnataka,Bijapur / Vijayapura,79505,49.87,58.9,48.28,49953,31.33,37.01,30.34,29966,18.8,22.2,18.2,159424,118.12,96.82
76,2011,5,Karnataka,Bijapur / Vijayapura,89767,51.85,73.2,61.46,59476,34.35,48.5,40.72,23897,13.8,19.49,16.36,173140,141.18,118.55
76,2012,5,Karnataka,Bijapur / Vijayapura,76796,57.51,59.99,53.28,33345,24.97,26.05,23.13,23388,17.52,18.27,16.23,133529,104.3,92.64
76,2013,5,Karnataka,Bijapur / Vijayapura,80918,57.6,61.61,52.62,37078,26.39,28.23,24.11,22493,16.01,17.13,14.63,140489,106.97,91.35
76,2014,5,Karnataka,Bijapur / Vijayapura,74871,53.08,57.6,50.44,38052,26.98,29.27,25.64,28122,19.94,21.63,18.95,141045,108.5,95.02
76,2015,5,Karnataka,Bijapur / Vijayapura,79543,58.97,58.71,52.36,38795,28.76,28.63,25.54,16555,12.27,12.22,10.9,134893,99.57,88.8
76,2016,5,Karnataka,Bijapur / Vijayapura,74616,53.66,54.9,47.73,41940,30.16,30.86,26.83,22485,16.17,16.54,14.38,139042,102.29,88.93
76,2017,5,Karnataka,Bijapur / Vijayapura,73977,54.84,54.46,46.89,37407,27.73,27.54,23.71,23520,17.43,17.31,14.91,134904,99.31,85.5
77,1966,5,Karnataka,Bidar,654,53.04,1.84,1.72,572,46.39,1.61,1.5,7,0.57,0.02,0.02,1233,3.48,3.24
77,1967,5,Karnataka,Bidar,1114,62.34,3.02,2.72,650,36.37,1.76,1.58,23,1.29,0.06,0.06,1787,4.84,4.36
77,1968,5,Karnataka,Bidar,1181,76.94,3.35,2.79,351,22.87,1,0.83,3,0.2,0.01,0.01,1535,4.35,3.63
77,1969,5,Karnataka,Bidar,1233,64.22,3.69,3.03,570,29.69,1.7,1.4,117,6.09,0.35,0.29,1920,5.74,4.72
77,1970,5,Karnataka,Bidar,1481,75.22,4.42,3.62,371,18.84,1.11,0.91,117,5.94,0.35,0.29,1969,5.88,4.81
77,1971,5,Karnataka,Bidar,1490,65.15,4.49,3.74,458,20.03,1.38,1.15,339,14.82,1.02,0.85,2287,6.9,5.74
77,1972,5,Karnataka,Bidar,1480,80.74,4.66,3.99,288,15.71,0.91,0.78,65,3.55,0.2,0.18,1833,5.78,4.94
77,1973,5,Karnataka,Bidar,2376,71.01,6.99,5.9,502,15,1.48,1.25,468,13.99,1.38,1.16,3346,9.84,8.3
77,1974,5,Karnataka,Bidar,1984,64.63,5.66,4.81,632,20.59,1.8,1.53,454,14.79,1.29,1.1,3070,8.75,7.45
77,1975,5,Karnataka,Bidar,1612,73.57,4.65,3.91,346,15.79,1,0.84,233,10.63,0.67,0.56,2191,6.33,5.31
77,1976,5,Karnataka,Bidar,2516,80.82,7.34,6.33,373,11.98,1.09,0.94,224,7.2,0.65,0.56,3113,9.08,7.83
77,1977,5,Karnataka,Bidar,2405,71.68,7.1,5.89,586,17.47,1.73,1.44,364,10.85,1.08,0.89,3355,9.91,8.22
77,1978,5,Karnataka,Bidar,2067,72.6,5.96,4.96,492,17.28,1.42,1.18,288,10.12,0.83,0.69,2847,8.2,6.83
77,1979,5,Karnataka,Bidar,3333,73.38,9.61,8.17,817,17.99,2.35,2,392,8.63,1.13,0.96,4542,13.09,11.13
77,1980,5,Karnataka,Bidar,3070,72.27,8.82,7.56,838,19.73,2.41,2.06,340,8,0.98,0.84,4248,12.21,10.46
77,1981,5,Karnataka,Bidar,4133,66.18,11.77,10.18,1581,25.32,4.5,3.89,531,8.5,1.51,1.31,6245,17.79,15.38
77,1982,5,Karnataka,Bidar,4467,58.52,12.77,10.95,1563,20.48,4.47,3.83,1603,21,4.58,3.93,7633,21.81,18.71
77,1983,5,Karnataka,Bidar,5229,61.19,14.75,12.31,2515,29.43,7.09,5.92,801,9.37,2.26,1.89,8545,24.1,20.12
77,1984,5,Karnataka,Bidar,5178,56.6,14.39,12.11,3203,35.01,8.9,7.49,767,8.38,2.13,1.79,9148,25.42,21.4
77,1985,5,Karnataka,Bidar,5081,57.33,14.17,11.91,3024,34.12,8.44,7.09,758,8.55,2.11,1.78,8863,24.72,20.77
77,1986,5,Karnataka,Bidar,3968,54.85,11.49,9.77,2506,34.64,7.26,6.17,760,10.51,2.2,1.87,7234,20.96,17.8
77,1987,5,Karnataka,Bidar,5341,57.88,14.78,12.05,2785,30.18,7.71,6.28,1102,11.94,3.05,2.49,9228,25.54,20.82
77,1988,5,Karnataka,Bidar,7238,51.59,19.94,16.34,5436,38.75,14.98,12.27,1356,9.67,3.74,3.06,14030,38.66,31.67
77,1989,5,Karnataka,Bidar,6081,52.73,16.57,13.63,4490,38.94,12.23,10.07,961,8.33,2.62,2.15,11532,31.42,25.86
